,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other
other_13575,0.45,0.00,0.47,0.01,0.00,0.12,0.12,0.00,0.00,1.60,7.23
other_13576,4.75,0.04,0.00,0.01,0.00,0.09,0.00,0.00,0.00,0.17,4.93
other_13577,0.17,0.24,0.05,0.01,0.18,0.47,0.21,0.01,0.03,0.11,8.51
other_13578,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13579,0.10,0.04,1.54,0.10,0.02,0.05,0.03,0.81,0.01,3.41,3.90
other_13580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.04,0.96
other_13581,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.94
other_13582,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.88,0.12
other_13583,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.12,4.88
other_13584,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,9.19
other_13585,8.68,0.00,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.36,0.89
other_13586,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.41,9.58
other_13587,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13588,0.00,0.42,0.57,0.01,0.03,0.06,0.05,0.00,0.02,2.93,5.92
other_13589,0.53,0.07,0.08,8.29,0.20,0.16,0.30,0.00,0.00,0.04,0.34
other_13590,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.92
other_13591,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13592,1.29,0.00,0.00,0.00,0.00,0.46,0.01,0.05,0.00,1.26,6.93
other_13593,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13594,3.84,0.00,1.68,0.10,0.03,0.00,0.05,0.00,0.00,1.35,2.95
other_13595,0.00,0.00,0.11,0.00,0.01,0.00,0.08,0.00,0.00,0.06,9.74
other_13596,2.91,0.14,0.01,0.23,0.40,0.13,0.13,0.01,0.05,1.34,4.65
other_13597,0.00,0.10,1.30,0.00,0.00,0.01,0.01,0.00,0.00,3.26,5.33
other_13598,0.17,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,4.85,4.93
other_13599,0.01,0.06,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.03,9.84
other_13600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13601,0.00,0.00,0.00,0.00,0.05,0.00,0.04,0.00,0.00,0.06,9.84
other_13602,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13603,0.01,0.02,0.00,0.05,0.00,0.00,0.11,0.00,0.00,3.99,5.81
other_13604,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13605,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13606,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13607,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.73,2.27
other_13608,0.00,0.00,1.44,2.88,0.00,0.00,4.36,0.00,0.00,1.08,0.23
other_13609,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.93
other_13610,0.00,0.00,0.20,0.00,0.03,0.00,0.81,0.00,0.00,0.00,8.96
other_13611,1.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.68,7.45
other_13612,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.07,9.89
other_13613,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
other_13614,0.00,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99
other_13615,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,8.22
other_13616,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13617,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13618,8.38,0.00,0.00,0.00,0.01,0.84,0.24,0.12,0.00,0.00,0.41
other_13619,8.38,0.00,0.00,0.00,0.00,1.10,0.06,0.06,0.00,0.00,0.40
other_13620,9.96,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.01
other_13621,8.95,0.00,0.00,0.00,0.00,0.78,0.11,0.00,0.00,0.00,0.15
other_13622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13623,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.75
other_13624,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13625,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13626,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,2.20,7.71
other_13627,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13628,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,3.07
other_13631,0.57,0.00,0.00,0.00,0.00,0.00,8.85,0.00,0.20,0.00,0.37
other_13632,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.01,8.88
other_13633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13634,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,8.27
other_13635,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13636,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13637,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13638,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.97
other_13639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,9.86
other_13640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13641,0.04,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.93,8.96
other_13642,0.08,1.13,0.38,0.00,0.01,0.59,0.00,0.00,0.00,0.00,7.81
other_13643,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
other_13644,0.00,0.00,0.00,4.57,0.95,0.00,0.06,0.00,0.91,0.00,3.51
other_13645,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,8.91
other_13647,0.08,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,9.90
other_13648,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13651,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13652,3.46,0.00,0.03,0.19,0.00,0.00,0.00,0.13,0.00,0.01,6.19
other_13653,0.78,0.00,0.00,0.14,0.01,0.53,0.58,1.29,0.00,0.04,6.63
other_13654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,8.99
other_13655,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13656,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,9.95
other_13657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13658,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
other_13659,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
other_13660,0.55,0.00,0.02,0.99,0.04,0.00,0.00,0.10,0.00,0.05,8.25
other_13661,1.19,0.00,0.00,2.81,0.01,0.00,0.00,0.07,0.00,0.03,5.90
other_13662,0.11,0.00,0.01,0.01,0.00,0.00,0.02,0.00,0.00,2.55,7.30
other_13663,1.50,0.00,0.10,0.97,0.04,0.02,0.01,0.12,0.00,0.07,7.17
other_13664,1.11,0.00,0.05,0.67,0.06,0.02,0.01,0.07,0.00,0.05,7.96
other_13665,2.11,0.00,0.03,0.88,0.25,0.03,0.02,0.29,0.00,0.05,6.34
other_13666,2.00,0.00,0.03,0.95,0.03,0.01,0.01,0.05,0.00,0.04,6.88
other_13667,0.43,0.00,0.04,0.13,0.00,0.01,0.05,0.00,0.00,2.34,7.00
other_13668,0.00,0.00,0.02,0.72,0.02,0.34,0.00,0.00,0.00,0.01,8.89
other_13669,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.08,9.89
other_13670,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.01,0.02,1.03,8.22
other_13671,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,9.37
other_13672,0.01,0.15,0.01,0.00,0.01,0.21,0.00,0.00,0.00,0.01,9.58
other_13673,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13674,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.86
other_13675,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13676,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
other_13677,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.05,1.95
other_13678,0.59,0.00,0.02,1.04,1.65,0.00,0.41,0.00,0.00,0.02,6.27
other_13679,0.07,0.03,0.03,0.03,0.04,0.03,0.05,0.00,0.00,0.16,9.54
other_13680,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99
other_13681,0.00,0.00,0.00,0.00,1.01,0.00,0.06,0.00,0.00,0.00,8.92
other_13682,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.05,1.95
other_13683,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13684,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,9.93
other_13685,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.09,9.87
other_13686,0.03,0.00,0.01,0.00,0.00,0.26,0.04,0.03,0.00,2.78,6.85
other_13687,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13688,0.14,0.00,0.13,0.01,0.00,0.71,0.01,0.04,0.00,0.07,8.88
other_13689,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.31
other_13690,5.74,0.01,0.02,0.12,0.00,0.14,0.01,2.03,0.00,0.52,1.41
other_13691,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13692,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
other_13693,0.00,0.00,0.00,0.00,0.01,7.53,0.03,0.00,0.00,0.71,1.73
other_13694,0.03,0.00,0.00,0.00,0.01,4.69,0.00,0.00,0.00,0.74,4.53
other_13695,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,2.53,7.44
other_13696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,8.83
other_13697,0.46,0.01,0.00,0.00,0.00,0.09,0.01,0.00,0.00,2.02,7.41
other_13698,0.67,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.27
other_13699,3.95,0.00,0.00,0.01,0.00,0.94,0.00,0.00,0.00,0.00,5.10
other_13700,0.49,0.00,0.00,0.00,0.13,0.00,0.24,8.09,0.00,0.00,1.04
other_13701,0.16,0.02,0.00,0.00,0.00,0.01,0.28,5.95,0.07,1.01,2.51
other_13702,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.15,9.81
other_13703,1.57,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.00,0.03,8.20
other_13704,4.77,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.82,4.40
other_13705,0.14,0.00,1.00,0.99,0.05,0.00,0.04,1.23,0.00,2.19,4.34
other_13706,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,9.79
other_13707,4.31,0.01,0.02,0.37,0.00,1.67,0.04,1.04,0.02,0.13,2.39
other_13708,0.12,0.00,0.18,0.02,0.09,0.70,0.04,0.01,0.00,0.92,7.92
other_13709,0.13,0.00,0.07,4.85,1.20,0.00,3.33,0.00,0.00,0.01,0.41
other_13710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13711,0.02,0.00,0.00,0.00,0.00,0.17,0.01,0.18,0.00,0.17,9.43
other_13712,7.67,0.00,0.00,0.00,0.01,0.00,0.01,2.14,0.00,0.01,0.17
other_13713,8.00,0.00,0.00,0.00,0.00,0.00,0.01,1.83,0.00,0.01,0.15
other_13714,6.20,0.00,0.00,0.00,0.00,0.00,0.02,2.58,0.00,0.04,1.15
other_13715,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,3.48,5.60
other_13716,0.81,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18
other_13717,0.09,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,9.88
other_13718,7.93,0.00,0.00,0.01,0.00,0.56,0.00,0.00,0.00,0.30,1.19
other_13719,0.00,0.00,0.00,3.77,0.91,2.02,0.08,0.00,0.00,0.10,3.13
other_13720,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.97
other_13721,0.00,0.08,0.01,0.02,0.02,0.00,0.01,0.00,0.00,0.01,9.85
other_13722,0.01,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.60,9.32
other_13723,1.77,0.01,0.00,0.00,0.00,3.16,0.01,0.00,0.00,1.10,3.94
other_13724,1.57,0.03,0.00,0.00,0.00,3.15,0.02,0.00,0.00,1.21,4.00
other_13725,2.53,0.00,0.04,0.01,0.68,0.02,0.08,2.18,0.01,0.55,3.90
other_13726,3.27,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.53,6.15
other_13727,3.26,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.41,6.28
other_13728,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.69
other_13729,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76
other_13730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13731,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,8.28
other_13732,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,8.28
other_13733,2.95,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.23,5.82
other_13734,7.24,0.01,0.03,0.12,0.00,0.06,0.03,0.87,0.00,0.05,1.59
other_13735,7.52,0.01,0.04,0.05,0.00,0.05,0.04,0.76,0.00,0.04,1.50
other_13736,3.88,0.06,0.00,0.00,0.62,0.05,0.60,0.00,0.00,0.00,4.77
other_13737,0.00,0.00,0.04,0.00,0.00,0.08,0.00,0.00,0.00,1.42,8.46
other_13738,0.01,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,5.48,4.47
other_13739,1.36,0.00,0.00,0.00,0.00,0.38,0.02,0.00,0.00,0.02,8.21
other_13740,1.10,0.00,0.00,0.00,0.00,0.41,0.01,0.00,0.00,0.03,8.44
other_13741,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,9.81
other_13742,3.65,0.00,0.16,0.00,0.16,1.38,0.02,0.02,0.00,0.10,4.50
other_13743,8.02,0.00,0.00,0.00,0.00,0.22,0.06,0.00,0.00,0.00,1.69
other_13744,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,8.58
other_13745,4.59,0.01,0.07,0.00,0.04,0.41,0.01,0.10,0.00,0.09,4.69
other_13746,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95
other_13747,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.82
other_13748,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.05,9.91
other_13749,0.03,0.01,0.00,0.00,0.00,0.11,0.02,0.00,0.00,0.04,9.78
other_13750,7.68,0.00,0.00,0.00,0.00,0.27,0.12,0.00,0.00,0.00,1.91
other_13751,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.01
other_13752,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.12,9.82
other_13753,6.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,3.31
other_13754,0.00,0.00,0.49,0.24,0.04,0.00,0.00,0.00,0.00,5.27,3.95
other_13755,0.00,0.00,0.07,0.23,0.11,0.00,0.01,0.00,0.00,4.01,5.57
other_13756,0.00,0.00,0.10,0.22,0.14,0.00,0.01,0.00,0.00,4.12,5.40
other_13757,0.00,0.00,0.89,0.15,0.02,0.00,0.00,0.00,0.00,5.07,3.86
other_13758,0.00,0.00,0.04,0.07,1.30,0.00,0.00,0.00,0.00,7.73,0.86
other_13759,0.00,0.00,0.02,0.04,0.44,0.00,0.01,0.00,0.00,3.30,6.17
other_13760,0.00,0.00,0.11,1.13,0.27,0.02,0.02,0.00,0.00,2.99,5.45
other_13761,0.00,0.00,0.00,0.00,0.00,3.04,0.00,0.00,0.00,0.00,6.96
other_13762,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,9.22
other_13763,3.49,0.00,0.61,0.00,0.10,0.07,0.04,0.03,0.00,0.77,4.87
other_13764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,8.50
other_13765,3.87,0.00,0.22,0.00,0.04,0.07,0.01,0.02,0.00,0.71,5.06
other_13766,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,9.40
other_13767,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,6.55
other_13768,0.07,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,1.76,8.14
other_13769,0.02,0.00,0.01,0.00,0.00,0.01,0.02,0.00,0.00,2.32,7.62
other_13770,0.03,0.01,0.92,0.03,0.04,0.00,1.86,0.96,2.13,0.23,3.80
other_13771,0.04,0.00,0.00,0.15,0.76,0.00,0.15,0.00,0.00,0.05,8.86
other_13772,4.81,0.01,1.14,0.00,0.00,0.02,0.00,0.01,0.00,0.24,3.78
other_13773,3.98,0.00,0.04,0.00,0.01,0.04,0.01,0.00,0.00,1.49,4.43
other_13774,0.56,0.23,1.40,0.24,0.07,0.96,0.09,0.05,0.03,1.86,4.52
other_13775,0.14,0.02,0.19,0.03,0.09,0.07,0.41,0.07,0.02,0.24,8.73
other_13776,0.31,0.03,3.44,0.03,0.10,0.70,0.21,0.24,0.01,0.57,4.37
other_13777,0.26,0.04,3.82,0.03,0.11,0.83,0.22,0.12,0.01,0.50,4.07
other_13778,0.08,0.21,0.30,0.11,0.37,0.10,0.56,1.01,0.02,0.41,6.84
other_13779,0.40,0.04,2.87,0.07,0.10,0.72,0.13,0.32,0.01,0.63,4.70
other_13780,0.63,0.02,2.94,0.03,0.05,0.52,0.07,0.15,0.00,1.00,4.59
other_13781,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13782,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13783,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00
other_13784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,9.54
other_13785,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_13786,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98
other_13787,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13789,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13790,0.03,0.00,0.00,0.00,0.00,0.01,0.16,0.00,0.00,1.61,8.19
other_13791,0.06,0.00,0.00,0.00,0.00,0.02,0.18,0.00,0.00,1.25,8.47
other_13792,0.07,0.00,0.00,0.00,0.00,0.02,0.12,0.00,0.00,1.05,8.73
other_13793,0.04,0.00,0.00,0.00,0.00,0.01,0.23,0.00,0.00,1.27,8.44
other_13794,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13795,2.53,0.01,0.01,0.01,0.01,1.41,0.02,0.01,0.00,0.01,5.98
other_13796,2.46,0.01,0.01,0.01,0.00,1.37,0.01,0.00,0.00,0.01,6.12
other_13797,3.65,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.56,5.77
other_13798,4.19,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.68,5.11
other_13799,2.51,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,1.61,5.84
other_13800,0.00,0.09,1.08,0.03,0.25,0.53,0.20,0.30,0.00,1.08,6.43
other_13801,0.03,0.00,2.10,0.12,0.02,0.03,0.41,0.00,0.00,0.20,7.08
other_13802,0.02,0.03,1.28,0.07,0.44,2.26,0.25,0.01,0.01,1.48,4.15
other_13803,0.01,0.00,0.00,0.00,0.18,0.00,0.04,0.00,0.00,1.42,8.35
other_13804,0.63,0.00,2.07,0.72,0.06,0.16,0.02,0.25,0.00,1.60,4.49
other_13805,0.02,0.00,1.44,0.02,0.00,0.10,0.30,0.00,0.00,0.23,7.89
other_13806,0.00,0.00,0.00,0.00,1.81,0.00,0.75,1.47,0.07,0.03,5.87
other_13807,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.27,8.72
other_13808,0.00,0.00,0.00,1.39,3.34,0.02,0.01,1.35,0.00,0.13,3.75
other_13809,0.01,0.00,1.27,0.00,0.25,0.03,0.74,0.00,0.01,0.76,6.93
other_13810,0.01,0.01,0.01,0.02,0.02,0.00,0.01,0.00,0.00,0.06,9.87
other_13811,3.67,0.01,0.01,0.08,0.50,3.41,0.03,0.14,0.00,0.01,2.14
other_13812,5.32,0.00,0.00,0.03,0.00,1.26,0.01,0.69,0.00,0.04,2.65
other_13813,5.21,0.00,0.00,0.03,0.00,1.04,0.01,0.95,0.00,0.05,2.71
other_13814,4.81,0.00,0.00,0.04,0.00,1.31,0.01,1.15,0.00,0.09,2.60
other_13815,3.97,0.00,0.00,0.04,0.00,1.93,0.01,1.24,0.00,0.12,2.68
other_13816,5.51,0.00,0.00,0.02,0.57,3.15,0.15,0.01,0.00,0.00,0.58
other_13817,3.53,0.00,0.00,0.00,0.07,5.55,0.02,0.01,0.00,0.00,0.80
other_13818,5.13,0.00,0.00,0.04,0.00,0.74,0.01,1.59,0.00,0.03,2.46
other_13819,2.56,0.00,0.00,0.05,0.37,5.94,0.01,0.03,0.00,0.00,1.03
other_13820,1.82,0.00,0.00,0.00,0.20,7.52,0.02,0.01,0.00,0.00,0.42
other_13821,4.53,0.00,0.00,0.03,0.00,0.83,0.01,1.29,0.00,0.01,3.30
other_13822,4.39,0.00,0.00,0.07,0.02,4.08,0.01,0.09,0.00,0.01,1.33
other_13823,4.66,0.00,0.00,0.02,0.00,0.65,0.01,2.00,0.00,0.09,2.56
other_13824,5.40,0.00,0.00,0.00,0.01,4.05,0.01,0.01,0.00,0.00,0.51
other_13825,0.04,0.02,0.04,0.02,0.13,0.02,0.92,0.01,0.04,0.05,8.71
other_13826,0.37,0.01,0.07,0.00,0.00,0.00,1.05,0.68,0.02,0.37,7.43
other_13827,0.04,0.02,0.10,0.06,0.76,0.03,1.07,0.02,0.16,0.03,7.72
other_13828,1.10,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,8.89
other_13829,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,6.94
other_13830,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.68
other_13831,1.93,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,8.06
other_13832,0.20,0.00,0.00,1.72,0.86,0.03,0.30,0.99,0.00,2.03,3.86
other_13833,3.77,0.00,0.01,0.02,0.59,0.28,0.07,2.45,0.00,0.35,2.45
other_13834,4.15,0.00,0.01,0.14,0.60,0.50,0.05,2.99,0.00,0.42,1.15
other_13835,0.00,0.10,0.97,0.01,0.01,0.11,0.03,0.00,0.11,0.04,8.62
other_13836,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.96
other_13837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13838,0.74,0.00,0.02,0.00,0.00,0.08,0.00,0.00,0.00,0.00,9.16
other_13839,0.00,0.60,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,9.39
other_13840,0.38,0.00,1.20,0.00,0.03,0.01,0.03,0.00,0.01,2.65,5.68
other_13841,0.02,0.00,0.21,0.00,0.04,0.00,0.01,0.00,0.00,3.51,6.21
other_13842,8.06,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.05,1.86
other_13843,7.87,0.00,0.00,0.01,0.03,0.00,0.02,0.03,0.00,0.03,2.01
other_13844,7.35,0.00,0.00,0.04,0.05,0.00,0.21,0.04,0.00,0.03,2.27
other_13845,4.99,0.00,1.49,0.03,0.11,0.02,0.16,0.04,0.00,0.02,3.14
other_13846,4.47,0.00,0.00,0.02,0.00,0.93,0.00,0.00,0.00,0.30,4.28
other_13847,4.03,0.00,0.00,0.19,0.85,0.09,0.00,0.00,0.00,0.43,4.42
other_13848,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,9.63
other_13849,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,7.36
other_13850,0.02,0.00,0.00,1.83,0.03,0.00,0.00,2.43,0.00,0.51,5.18
other_13851,0.07,0.00,0.01,0.43,0.02,0.00,0.01,1.63,0.00,1.26,6.56
other_13852,0.14,0.00,0.05,0.97,0.05,0.00,0.01,1.72,0.00,0.95,6.11
other_13853,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,9.92
other_13854,0.44,0.12,1.55,0.16,0.06,0.14,0.34,0.02,0.08,0.18,6.92
other_13855,1.12,0.00,0.99,0.00,0.02,0.18,0.01,0.03,0.00,1.83,5.82
other_13856,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,1.03,8.95
other_13857,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_13858,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98
